event_id,ts,proba,status,customer_response,resolution_source,updated_at
4429,2025-11-23T08:46:44,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4430,2025-11-23T08:46:45,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4431,2025-11-23T08:46:45,0.0375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4432,2025-11-23T08:46:45,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4433,2025-11-23T08:46:46,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4434,2025-11-23T08:46:46,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4435,2025-11-23T08:46:46,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4436,2025-11-23T08:46:47,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4437,2025-11-23T08:46:47,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4438,2025-11-23T08:46:48,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4439,2025-11-23T08:46:49,0.32,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4440,2025-11-23T08:46:49,0.1025,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4441,2025-11-23T08:46:50,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4442,2025-11-23T08:46:50,0.1425,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4443,2025-11-23T08:46:50,0.2125,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4444,2025-11-23T08:46:51,0.32,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4445,2025-11-23T08:46:51,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4447,2025-11-23T08:46:52,0.18,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4448,2025-11-23T08:46:52,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4449,2025-11-23T08:46:52,0.2325,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4450,2025-11-23T08:46:54,0.055,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4451,2025-11-23T08:46:54,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4452,2025-11-23T08:46:55,0.355,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4453,2025-11-23T08:46:55,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4454,2025-11-23T08:46:55,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4457,2025-11-23T08:46:56,0.1425,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4458,2025-11-23T08:46:57,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4492,2025-11-23T08:47:12,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4509,2025-11-23T08:47:19,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4510,2025-11-23T08:47:20,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4521,2025-11-23T08:47:25,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4525,2025-11-23T08:47:27,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4553,2025-11-23T08:47:39,0.0825,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4556,2025-11-23T08:47:40,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4561,2025-11-23T08:47:43,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4566,2025-11-23T08:47:45,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4568,2025-11-23T08:47:47,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4570,2025-11-23T08:47:47,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4571,2025-11-23T08:47:48,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4572,2025-11-23T08:47:48,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4573,2025-11-23T08:47:49,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4575,2025-11-23T08:47:49,0.2475,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4576,2025-11-23T08:47:50,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4577,2025-11-23T08:47:50,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4578,2025-11-23T08:47:50,0.1925,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4579,2025-11-23T08:47:51,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4581,2025-11-23T08:47:52,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4582,2025-11-23T08:47:53,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4583,2025-11-23T08:47:53,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4584,2025-11-23T08:47:53,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4586,2025-11-23T08:47:54,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4587,2025-11-23T08:47:55,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4588,2025-11-23T08:47:55,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4589,2025-11-23T08:47:56,0.1925,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4590,2025-11-23T08:47:57,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4591,2025-11-23T08:47:57,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4592,2025-11-23T08:47:57,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4593,2025-11-23T08:47:58,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4594,2025-11-23T08:47:58,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4595,2025-11-23T08:47:58,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4596,2025-11-23T08:47:59,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4597,2025-11-23T08:47:59,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4598,2025-11-23T08:48:00,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4600,2025-11-23T08:48:01,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4602,2025-11-23T08:48:02,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4604,2025-11-23T08:48:03,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4605,2025-11-23T08:48:03,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4607,2025-11-23T08:48:04,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4608,2025-11-23T08:48:04,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4609,2025-11-23T08:48:04,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4610,2025-11-23T08:48:05,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4611,2025-11-23T08:48:05,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4612,2025-11-23T08:48:07,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4613,2025-11-23T08:48:07,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4614,2025-11-23T08:48:07,0.1025,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4615,2025-11-23T08:48:08,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4618,2025-11-23T08:48:09,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4619,2025-11-23T08:48:09,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4620,2025-11-23T08:48:09,0.32,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4623,2025-11-23T08:48:11,0.315,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4624,2025-11-23T08:48:11,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4625,2025-11-23T08:48:11,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4627,2025-11-23T08:48:13,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4628,2025-11-23T08:48:13,0.0425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4629,2025-11-23T08:48:14,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4630,2025-11-23T08:48:14,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4631,2025-11-23T08:48:14,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4632,2025-11-23T08:48:15,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4633,2025-11-23T08:48:15,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4634,2025-11-23T08:48:15,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4635,2025-11-23T08:48:16,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4636,2025-11-23T08:48:16,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4638,2025-11-23T08:48:17,0.1925,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4639,2025-11-23T08:48:18,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4640,2025-11-23T08:48:19,0.1375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4641,2025-11-23T08:48:19,0.32,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4642,2025-11-23T08:48:19,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4643,2025-11-23T08:48:20,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4644,2025-11-23T08:48:20,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4645,2025-11-23T08:48:21,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4646,2025-11-23T08:48:21,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4647,2025-11-23T08:48:21,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4648,2025-11-23T08:48:22,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4649,2025-11-23T08:48:22,0.1425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4650,2025-11-23T08:48:22,0.18,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4651,2025-11-23T08:48:24,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4652,2025-11-23T08:48:24,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4653,2025-11-23T08:48:24,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4654,2025-11-23T08:48:25,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4655,2025-11-23T08:48:25,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4656,2025-11-23T08:48:25,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4657,2025-11-23T08:48:26,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4659,2025-11-23T08:48:27,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4660,2025-11-23T08:48:27,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4661,2025-11-23T08:48:27,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4662,2025-11-23T08:48:29,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4663,2025-11-23T08:48:29,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4664,2025-11-23T08:48:29,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4665,2025-11-23T08:48:30,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4666,2025-11-23T08:48:30,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4667,2025-11-23T08:48:31,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4668,2025-11-23T08:48:31,0.0425,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4670,2025-11-23T08:48:32,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4671,2025-11-23T08:48:32,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4673,2025-11-23T08:48:33,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4674,2025-11-23T08:48:33,0.1025,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4675,2025-11-23T08:48:33,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4676,2025-11-23T08:48:35,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4677,2025-11-23T08:48:35,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4680,2025-11-23T08:48:36,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4681,2025-11-23T08:48:37,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4683,2025-11-23T08:48:38,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4710,2025-11-23T08:48:51,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4712,2025-11-23T08:48:52,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4718,2025-11-23T08:48:54,0.2475,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4720,2025-11-23T08:48:54,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4739,2025-11-23T08:49:05,0.205,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4746,2025-11-23T08:49:07,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4752,2025-11-23T08:49:10,0.0275,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4757,2025-11-23T08:49:12,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4758,2025-11-23T08:49:12,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4791,2025-11-23T08:49:28,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4793,2025-11-23T08:49:28,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4801,2025-11-23T08:49:32,0.1175,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4809,2025-11-23T08:49:36,0.2475,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4814,2025-11-23T08:49:38,0.205,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4820,2025-11-23T08:49:41,0.0525,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4822,2025-11-23T08:49:42,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4830,2025-11-23T08:49:45,0.0375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4832,2025-11-23T08:49:47,0.0525,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4837,2025-11-23T08:49:49,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4843,2025-11-23T08:49:52,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4848,2025-11-23T08:49:54,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4863,2025-11-23T08:50:01,0.1925,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4866,2025-11-23T08:50:03,0.085,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4881,2025-11-23T08:50:10,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4930,2025-11-23T08:50:32,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4934,2025-11-23T08:50:33,0.0375,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4947,2025-11-23T08:50:39,0.32,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4948,2025-11-23T08:50:40,0.1925,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4964,2025-11-23T08:50:48,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4969,2025-11-23T08:50:50,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4977,2025-11-23T08:50:54,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
4982,2025-11-23T08:50:55,0.0425,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
4983,2025-11-23T08:50:56,0.44,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5015,2025-11-23T08:51:11,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5016,2025-11-23T08:51:11,0.1925,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5017,2025-11-23T08:51:11,0.2125,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5018,2025-11-23T08:51:12,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5020,2025-11-23T08:51:12,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5021,2025-11-23T08:51:13,0.1025,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5022,2025-11-23T08:51:13,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5023,2025-11-23T08:51:13,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5024,2025-11-23T08:51:14,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5025,2025-11-23T08:51:14,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5026,2025-11-23T08:51:15,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5027,2025-11-23T08:51:16,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5028,2025-11-23T08:51:16,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5030,2025-11-23T08:51:17,0.18,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5031,2025-11-23T08:51:17,0.2325,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5034,2025-11-23T08:51:18,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5036,2025-11-23T08:51:19,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5037,2025-11-23T08:51:19,0.18,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5038,2025-11-23T08:51:20,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5039,2025-11-23T08:51:20,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5040,2025-11-23T08:51:21,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5041,2025-11-23T08:51:21,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5042,2025-11-23T08:51:21,0.1,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5044,2025-11-23T08:51:22,0.12,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5045,2025-11-23T08:51:22,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5047,2025-11-23T08:51:24,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5048,2025-11-23T08:51:24,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5049,2025-11-23T08:51:25,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5051,2025-11-23T08:51:26,0.3875,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5052,2025-11-23T08:51:26,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5053,2025-11-23T08:51:26,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5054,2025-11-23T08:51:27,0.995,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5055,2025-11-23T08:51:27,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5056,2025-11-23T08:51:27,0.1,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5057,2025-11-23T08:51:29,0.315,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5058,2025-11-23T08:51:29,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5059,2025-11-23T08:51:30,0.1925,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5060,2025-11-23T08:51:30,0.2125,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5061,2025-11-23T08:51:30,0.315,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5063,2025-11-23T08:51:31,0.1925,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5064,2025-11-23T08:51:31,0.995,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5065,2025-11-23T08:51:32,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5066,2025-11-23T08:51:32,0.1375,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5067,2025-11-23T08:51:33,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5069,2025-11-23T08:51:33,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5070,2025-11-23T08:51:34,0.1,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5072,2025-11-23T08:51:35,0.1925,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5074,2025-11-23T08:51:36,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5077,2025-11-23T08:51:37,0.1175,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5083,2025-11-23T08:51:39,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5089,2025-11-23T08:51:43,0.3875,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5101,2025-11-23T08:51:47,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5112,2025-11-23T08:51:52,0.18,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5120,2025-11-23T08:51:56,0.115,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5124,2025-11-23T08:51:58,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5127,2025-11-23T08:51:59,0.315,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5133,2025-11-23T08:52:02,0.03,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5134,2025-11-23T08:52:02,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5139,2025-11-23T08:52:05,1.0,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5149,2025-11-23T08:52:09,0.0275,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5150,2025-11-23T08:52:09,0.44,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5152,2025-11-23T08:52:10,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5154,2025-11-23T08:52:11,0.1925,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
5160,2025-11-23T08:52:14,0.355,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5165,2025-11-23T08:52:16,0.205,CONFIRMED_FRAUD,NO,AUTO_DEMO,2025-11-23T11:11:13
5168,2025-11-23T08:52:18,0.32,CONFIRMED_LEGIT,YES,AUTO_DEMO,2025-11-23T11:11:13
